Date,Bullish Intensity,Bearish Intensity,Bull - Bear,Bullish Messages,Bearish Messages,Total Messages
2015-01-06,1.95,2.75,-0.8,1.0,1.0,8.0
2015-01-05,0.77,0.0,0.77,2.0,0.0,6.0
2015-01-04,0.445,0.0,0.445,2.0,0.0,5.0
2015-01-03,2.3,1.465,0.835,2.0,2.0,16.0
2015-01-02,1.8,0.0,1.8,1.0,0.0,5.0
2015-01-01,1.655,0.0,1.655,2.0,0.0,6.0
2014-12-31,0.0,0.0,0.0,0.0,0.0,9.0
2014-12-30,0.0,0.0,0.0,0.0,0.0,4.0
2014-12-29,0.67,0.0,0.67,1.0,0.0,3.0
2014-12-28,0.67,0.0,0.67,1.0,0.0,5.0
2014-12-27,1.68,0.0,1.68,3.0,0.0,6.0
2014-12-26,0.0,0.0,0.0,0.0,0.0,4.0
2014-12-24,0.0,1.748333,-1.748333,0.0,6.0,29.0
2014-12-23,0.0,0.0,0.0,0.0,0.0,16.0
2014-12-22,0.0,0.0,0.0,0.0,0.0,2.0
2014-12-20,0.0,0.0,0.0,0.0,0.0,1.0
2014-12-19,0.0,0.0,0.0,0.0,0.0,5.0
2014-12-18,0.0,2.26,-2.26,0.0,1.0,5.0
2014-12-17,0.0,0.0,0.0,0.0,0.0,7.0
2014-12-16,0.0,0.0,0.0,0.0,0.0,4.0
2014-12-15,2.0,2.446667,-0.446667,1.0,3.0,7.0
2014-12-14,0.0,0.0,0.0,0.0,0.0,2.0
2014-12-13,0.0,0.0,0.0,0.0,0.0,1.0
2014-12-12,0.0,0.47,-0.47,0.0,1.0,4.0
2014-12-11,2.89,0.0,2.89,1.0,0.0,7.0
2014-12-10,2.3,2.2,0.1,1.0,1.0,5.0
2014-12-08,2.23,0.0,2.23,1.0,0.0,1.0
2014-12-07,0.0,0.0,0.0,0.0,0.0,6.0
2014-12-06,1.03,0.0,1.03,1.0,0.0,3.0
2014-12-05,0.0,0.0,0.0,0.0,0.0,1.0
2014-12-04,0.0,0.0,0.0,0.0,0.0,1.0
2014-12-03,0.0,1.045,-1.045,0.0,2.0,2.0
2014-12-02,0.0,0.0,0.0,0.0,0.0,4.0
2014-12-01,0.0,0.0,0.0,0.0,0.0,2.0
2014-11-30,0.0,0.0,0.0,0.0,0.0,2.0
2014-11-28,2.4,0.0,2.4,1.0,0.0,5.0
2014-11-27,1.78,0.0,1.78,2.0,0.0,4.0
2014-11-26,2.0,0.0,2.0,1.0,0.0,3.0
2014-11-25,0.33,0.0,0.33,1.0,0.0,12.0
2014-11-24,0.0,0.0,0.0,0.0,0.0,2.0
2014-11-21,0.0,0.0,0.0,0.0,0.0,2.0
2014-11-20,0.0,0.0,0.0,0.0,0.0,1.0
2014-11-19,2.28,0.0,2.28,1.0,0.0,3.0
2014-11-18,0.0,0.0,0.0,0.0,0.0,8.0
2014-11-17,1.95,1.2,0.75,1.0,1.0,11.0
2014-11-16,2.07,0.46,1.61,2.0,1.0,8.0
2014-11-15,0.11,0.0,0.11,1.0,0.0,4.0
2014-11-13,1.2475,0.0,1.2475,4.0,0.0,14.0
2014-11-12,2.063333,0.9,1.163333,3.0,2.0,7.0
2014-11-11,0.3,0.0,0.3,1.0,0.0,4.0
2014-11-10,0.0,0.525,-0.525,0.0,2.0,3.0
2014-11-09,0.0,1.56,-1.56,0.0,1.0,4.0
2014-11-08,0.0,0.0,0.0,0.0,0.0,1.0
2014-11-07,1.895,0.0,1.895,2.0,0.0,9.0
2014-11-06,1.775,1.91,-0.135,2.0,1.0,4.0
2014-11-05,0.0,2.74,-2.74,0.0,2.0,2.0
2014-11-04,1.61,0.0,1.61,2.0,0.0,4.0
2014-11-03,0.0,0.0,0.0,0.0,0.0,1.0
2014-11-02,0.0,0.0,0.0,0.0,0.0,1.0
2014-11-01,2.49,0.05,2.44,1.0,1.0,7.0
2014-10-31,0.0,0.0,0.0,0.0,0.0,2.0
2014-10-30,0.0,0.0,0.0,0.0,0.0,1.0
2014-10-29,0.0,0.0,0.0,0.0,0.0,1.0
2014-10-28,1.27,0.0,1.27,1.0,0.0,4.0
2014-10-26,0.0,0.0,0.0,0.0,0.0,2.0
2014-10-24,1.89,0.0,1.89,2.0,0.0,5.0
2014-10-23,1.07,0.0,1.07,2.0,0.0,4.0
2014-10-22,1.54,0.0,1.54,1.0,0.0,1.0
2014-10-21,2.67,0.0,2.67,1.0,0.0,6.0
2014-10-20,1.28,0.0,1.28,1.0,0.0,2.0
2014-10-19,0.0,0.0,0.0,0.0,0.0,6.0
2014-10-17,0.0,0.0,0.0,0.0,0.0,4.0
2014-10-16,0.0,0.0,0.0,0.0,0.0,2.0
2014-10-15,0.0,0.0,0.0,0.0,0.0,3.0
2014-10-14,2.24,0.0,2.24,1.0,0.0,6.0
2014-10-13,1.925,3.22,-1.295,2.0,1.0,4.0
2014-10-12,0.0,0.0,0.0,0.0,0.0,4.0
2014-10-11,1.33,0.0,1.33,1.0,0.0,4.0
2014-10-10,0.0,0.0,0.0,0.0,0.0,1.0
2014-10-09,1.92,0.0,1.92,2.0,0.0,3.0
2014-10-08,1.99,0.0,1.99,2.0,0.0,4.0
2014-10-07,1.305,1.25,0.055,2.0,3.0,11.0
2014-10-06,1.56,0.0,1.56,1.0,0.0,11.0
2014-10-05,2.06,2.383333,-0.323333,3.0,3.0,11.0
2014-10-04,0.626667,2.44,-1.813333,3.0,1.0,5.0
2014-10-03,1.52,0.0,1.52,2.0,0.0,5.0
2014-10-02,0.0,0.0,0.0,0.0,0.0,4.0
2014-09-30,0.0,2.7,-2.7,0.0,1.0,3.0
2014-09-29,0.0,0.11,-0.11,0.0,1.0,4.0
2014-09-27,0.0,0.0,0.0,0.0,0.0,1.0
2014-09-26,0.0,0.0,0.0,0.0,0.0,1.0
2014-09-25,0.0,0.0,0.0,0.0,0.0,1.0
2014-09-24,0.0,0.0,0.0,0.0,0.0,1.0
2014-09-23,1.8,0.0,1.8,1.0,0.0,4.0
2014-09-22,1.5,0.18,1.32,1.0,1.0,5.0
2014-09-21,0.0,0.37,-0.37,0.0,1.0,7.0
2014-09-20,0.0,2.25,-2.25,0.0,1.0,3.0
2014-09-19,0.67,0.0,0.67,1.0,0.0,11.0
2014-09-18,0.0,0.0,0.0,0.0,0.0,6.0
2014-09-17,0.0,1.6,-1.6,0.0,1.0,5.0
2014-09-16,0.0,0.0,0.0,0.0,0.0,3.0
2014-09-15,0.0,0.0,0.0,0.0,0.0,4.0
2014-09-14,0.0,0.0,0.0,0.0,0.0,4.0
2014-09-13,0.0,0.0,0.0,0.0,0.0,1.0
2014-09-12,0.56,1.9,-1.34,1.0,1.0,5.0
2014-09-11,0.0,1.346667,-1.346667,0.0,3.0,13.0
2014-09-10,2.28,0.0,2.28,4.0,0.0,7.0
2014-09-08,2.605,1.8,0.805,2.0,1.0,10.0
2014-09-07,0.0,0.0,0.0,0.0,0.0,1.0
2014-09-06,0.0,0.0,0.0,0.0,0.0,1.0
2014-09-05,0.0,0.0,0.0,0.0,0.0,4.0
2014-09-04,1.9,0.0,1.9,1.0,0.0,2.0
2014-09-03,0.33,0.0,0.33,1.0,0.0,2.0
2014-09-02,0.0,0.0,0.0,0.0,0.0,2.0
2014-09-01,0.0,0.0,0.0,0.0,0.0,2.0
2014-08-31,0.905,0.0,0.905,2.0,0.0,3.0
2014-08-30,0.0,0.0,0.0,0.0,0.0,3.0
2014-08-29,0.0,0.0,0.0,0.0,0.0,6.0
2014-08-28,0.0,0.0,0.0,0.0,0.0,2.0
2014-08-27,0.0,0.33,-0.33,0.0,1.0,4.0
2014-08-26,0.0,0.0,0.0,0.0,0.0,5.0
2014-08-25,1.95,0.0,1.95,1.0,0.0,1.0
2014-08-24,0.0,0.0,0.0,0.0,0.0,1.0
2014-08-22,0.0,0.0,0.0,0.0,0.0,2.0
2014-08-21,0.893333,0.0,0.893333,3.0,0.0,8.0
2014-08-20,1.694286,2.5,-0.805714,7.0,2.0,16.0
2014-08-19,1.752727,1.9,-0.147273,11.0,2.0,21.0
2014-08-18,1.46,1.792,-0.332,4.0,5.0,19.0
2014-08-17,0.935,2.75,-1.815,2.0,2.0,8.0
2014-08-16,2.071667,2.44,-0.368333,6.0,1.0,12.0
2014-08-15,1.54,0.974,0.566,2.0,5.0,13.0
2014-08-14,1.983333,2.9,-0.916667,3.0,1.0,11.0
2014-08-13,0.0,2.78,-2.78,0.0,1.0,6.0
2014-08-12,1.13,0.0,1.13,2.0,0.0,5.0
2014-08-11,2.38,2.11,0.27,1.0,1.0,12.0
2014-08-10,0.0,0.0,0.0,0.0,0.0,1.0
2014-08-08,0.0,0.0,0.0,0.0,0.0,1.0
2014-08-07,1.9,0.0,1.9,1.0,0.0,1.0
2014-08-06,0.0,2.22,-2.22,0.0,1.0,6.0
2014-08-05,0.0,0.0,0.0,0.0,0.0,2.0
2014-08-04,1.62,0.0,1.62,2.0,0.0,6.0
2014-08-03,1.62,0.0,1.62,1.0,0.0,2.0
2014-08-02,0.0,1.9,-1.9,0.0,1.0,1.0
2014-08-01,0.0,0.0,0.0,0.0,0.0,2.0
2014-07-31,2.19,0.0,2.19,1.0,0.0,4.0
2014-07-30,0.0,2.39,-2.39,0.0,1.0,2.0
2014-07-29,1.465,2.02,-0.555,2.0,2.0,5.0
2014-07-28,0.0,0.0,0.0,0.0,0.0,2.0
2014-07-27,0.0,0.0,0.0,0.0,0.0,2.0
2014-07-25,1.055,1.73,-0.675,2.0,1.0,7.0
2014-07-24,2.45,1.75,0.7,1.0,1.0,5.0
2014-07-23,1.91,0.0,1.91,2.0,0.0,3.0
2014-07-22,0.0,0.0,0.0,0.0,0.0,3.0
2014-07-21,0.0,0.0,0.0,0.0,0.0,1.0
2014-07-20,0.0,0.0,0.0,0.0,0.0,2.0
2014-07-19,0.07,0.0,0.07,1.0,0.0,2.0
2014-07-18,0.0,0.0,0.0,0.0,0.0,9.0
2014-07-17,2.606667,0.0,2.606667,3.0,0.0,12.0
2014-07-16,1.81,0.0,1.81,1.0,0.0,1.0
2014-07-15,1.72,0.0,1.72,2.0,0.0,8.0
2014-07-14,2.44,0.13,2.31,1.0,1.0,6.0
2014-07-13,2.44,0.0,2.44,1.0,0.0,8.0
2014-07-12,0.0,0.0,0.0,0.0,0.0,1.0
2014-07-11,1.903333,0.0,1.903333,3.0,0.0,9.0
2014-07-10,2.16,2.24,-0.08,1.0,1.0,4.0
2014-07-09,1.62,0.13,1.49,1.0,2.0,6.0
2014-07-08,1.618333,2.8,-1.181667,6.0,1.0,17.0
2014-07-07,0.0,2.015,-2.015,0.0,2.0,9.0
2014-07-06,0.79,1.915,-1.125,1.0,2.0,9.0
2014-07-05,0.8,0.0,0.8,2.0,0.0,8.0
2014-07-04,2.22,0.0,2.22,1.0,0.0,6.0
2014-07-03,0.0,0.46,-0.46,0.0,1.0,10.0
2014-07-02,2.4125,1.27,1.1425,4.0,2.0,13.0
2014-07-01,1.2075,0.33,0.8775,4.0,1.0,19.0
2014-06-30,1.624286,0.0,1.624286,7.0,0.0,28.0
2014-06-29,2.5,2.0,0.5,2.0,1.0,6.0
2014-06-28,1.29,0.0,1.29,2.0,0.0,6.0
2014-06-27,0.0,2.52,-2.52,0.0,1.0,8.0
2014-06-26,0.0,2.19,-2.19,0.0,1.0,4.0
2014-06-25,0.0,2.045,-2.045,0.0,2.0,5.0
2014-06-24,0.0,2.596667,-2.596667,0.0,3.0,8.0
2014-06-23,0.68,2.19,-1.51,1.0,1.0,6.0
2014-06-22,1.27,0.0,1.27,1.0,0.0,6.0
2014-06-20,2.25,2.8,-0.55,1.0,2.0,5.0
2014-06-19,0.05,0.0,0.05,1.0,0.0,8.0
2014-06-18,0.0,0.0,0.0,0.0,0.0,3.0
2014-06-17,0.0,0.0,0.0,0.0,0.0,5.0
2014-06-16,1.39,4.0,-2.61,1.0,1.0,12.0
2014-06-15,1.84,0.0,1.84,2.0,0.0,2.0
2014-06-14,0.0,0.0,0.0,0.0,0.0,3.0
2014-06-13,2.47,0.0,2.47,1.0,0.0,5.0
2014-06-12,0.37,2.0,-1.63,1.0,1.0,5.0
2014-06-11,0.4,2.44,-2.04,1.0,1.0,3.0
2014-06-10,0.0,0.0,0.0,0.0,0.0,4.0
2014-06-09,1.13,0.0,1.13,1.0,0.0,3.0
2014-06-08,0.0,0.0,0.0,0.0,0.0,1.0
2014-06-07,2.56,0.0,2.56,1.0,0.0,1.0
2014-06-06,2.54,0.0,2.54,3.0,0.0,7.0
2014-06-05,1.613333,0.0,1.613333,3.0,0.0,13.0
2014-06-04,0.65,0.0,0.65,1.0,0.0,5.0
2014-06-03,1.85,0.0,1.85,1.0,0.0,8.0
2014-06-02,2.45,0.0,2.45,2.0,0.0,11.0
2014-06-01,0.0,0.0,0.0,0.0,0.0,5.0
2014-05-31,0.0,0.0,0.0,0.0,0.0,1.0
2014-05-30,2.526667,0.0,2.526667,3.0,0.0,4.0
2014-05-29,1.695,0.25,1.445,2.0,1.0,9.0
2014-05-28,0.0,0.0,0.0,0.0,0.0,3.0
2014-05-27,0.0,0.0,0.0,0.0,0.0,2.0
2014-05-26,1.88,1.11,0.77,2.0,1.0,6.0
2014-05-25,0.0,1.48,-1.48,0.0,2.0,5.0
2014-05-24,0.0,0.0,0.0,0.0,0.0,1.0
2014-05-23,0.0,0.0,0.0,0.0,0.0,1.0
2014-05-22,2.5,2.26,0.24,1.0,1.0,8.0
2014-05-21,2.19,0.0,2.19,1.0,0.0,5.0
2014-05-20,1.43,1.975,-0.545,5.0,2.0,13.0
2014-05-19,2.89,0.0,2.89,1.0,0.0,6.0
2014-05-18,0.0,0.0,0.0,0.0,0.0,3.0
2014-05-17,0.0,0.0,0.0,0.0,0.0,2.0
2014-05-16,0.0,0.0,0.0,0.0,0.0,15.0
2014-05-15,3.0,2.39,0.61,1.0,1.0,5.0
2014-05-14,0.0,0.0,0.0,0.0,0.0,3.0
2014-05-13,0.8,0.0,0.8,1.0,0.0,5.0
2014-05-12,1.95,1.9,0.05,1.0,1.0,7.0
2014-05-09,0.0,0.0,0.0,0.0,0.0,7.0
2014-05-08,0.0,0.0,0.0,0.0,0.0,9.0
2014-05-07,0.0,0.37,-0.37,0.0,1.0,5.0
2014-05-06,0.0,2.0,-2.0,0.0,1.0,4.0
2014-05-05,0.4,0.0,0.4,1.0,0.0,4.0
2014-05-03,0.0,1.73,-1.73,0.0,1.0,2.0
2014-05-02,0.0,0.0,0.0,0.0,0.0,6.0
2014-05-01,1.05,1.73,-0.68,2.0,1.0,5.0
2014-04-30,0.0,0.0,0.0,0.0,0.0,8.0
2014-04-29,0.0,0.0,0.0,0.0,0.0,7.0
2014-04-28,0.0,0.0,0.0,0.0,0.0,3.0
2014-04-27,1.39,2.0,-0.61,1.0,1.0,2.0
2014-04-25,0.0,0.0,0.0,0.0,0.0,7.0
2014-04-24,0.0,0.0,0.0,0.0,0.0,11.0
2014-04-23,2.45,0.0,2.45,2.0,0.0,2.0
2014-04-22,0.0,0.0,0.0,0.0,0.0,7.0
2014-04-21,0.0,0.0,0.0,0.0,0.0,3.0
2014-04-20,1.43,0.0,1.43,1.0,0.0,4.0
2014-04-19,1.5,0.0,1.5,1.0,0.0,2.0
2014-04-18,0.0,0.0,0.0,0.0,0.0,2.0
2014-04-17,0.0,0.0,0.0,0.0,0.0,6.0
2014-04-16,1.14,1.33,-0.19,2.0,1.0,11.0
2014-04-15,1.733333,1.464,0.269333,6.0,5.0,22.0
2014-04-14,0.18,0.0,0.18,1.0,0.0,6.0
2014-04-13,0.0,0.0,0.0,0.0,0.0,2.0
2014-04-12,0.0,1.06,-1.06,0.0,1.0,1.0
2014-04-11,1.64,0.0,1.64,2.0,0.0,11.0
2014-04-10,1.393,2.133333,-0.740333,10.0,6.0,26.0
2014-04-09,0.22,0.0,0.22,1.0,0.0,4.0
2014-04-08,0.0,0.0,0.0,0.0,0.0,8.0
2014-04-07,0.0,0.0,0.0,0.0,0.0,5.0
2014-04-06,0.0,0.0,0.0,0.0,0.0,4.0
2014-04-05,0.0,0.0,0.0,0.0,0.0,1.0
2014-04-04,1.9,0.0,1.9,1.0,0.0,3.0
2014-04-03,0.0,0.0,0.0,0.0,0.0,3.0
2014-04-02,0.953333,2.826667,-1.873333,3.0,3.0,14.0
2014-04-01,0.0,0.0,0.0,0.0,0.0,4.0
2014-03-31,1.495,0.0,1.495,4.0,0.0,8.0
2014-03-30,2.15,1.555,0.595,2.0,4.0,10.0
2014-03-29,2.04,0.0,2.04,1.0,0.0,2.0
2014-03-28,1.6,0.0,1.6,1.0,0.0,2.0
2014-03-27,1.596667,1.6,-0.003333,3.0,1.0,14.0
2014-03-26,1.356667,0.0,1.356667,3.0,0.0,18.0
2014-03-25,0.0,0.0,0.0,0.0,0.0,14.0
2014-03-24,2.0,0.0,2.0,1.0,0.0,5.0
2014-03-23,2.116667,0.0,2.116667,3.0,0.0,8.0
2014-03-22,1.51,2.1,-0.59,5.0,1.0,12.0
2014-03-21,1.355,1.0,0.355,2.0,1.0,18.0
2014-03-20,2.15,0.0,2.15,1.0,0.0,11.0
2014-03-19,0.0,0.0,0.0,0.0,0.0,11.0
2014-03-18,0.11,0.0,0.11,1.0,0.0,4.0
2014-03-17,0.0,2.5,-2.5,0.0,1.0,6.0
2014-03-16,0.0,0.0,0.0,0.0,0.0,6.0
2014-03-15,0.0,2.4,-2.4,0.0,1.0,5.0
2014-03-14,2.3,0.0,2.3,1.0,0.0,9.0
2014-03-13,1.705,0.0,1.705,2.0,0.0,10.0
2014-03-12,0.0,0.0,0.0,0.0,0.0,8.0
2014-03-11,1.325,0.0,1.325,2.0,0.0,13.0
2014-03-10,0.0,0.0,0.0,0.0,0.0,10.0
2014-03-09,0.0,0.0,0.0,0.0,0.0,5.0
2014-03-08,0.0,0.0,0.0,0.0,0.0,6.0
